OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,Shape__Area,Shape__Length
349,2023/01/03 09:21:35+00,NPS_WASO_LANDS,2023/01/03 09:21:35+00,NPS_WASO_LANDS,1f03fbf8-8abc-4220-b1a5-89577c9fe2d7,364,MOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/MOCA/Metadata/moca_metadata.xml,Montezuma Castle National Monument,2011/09/20 00:00:00+00,AZ,IM,31964,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180624,Montezuma Castle,6060542.72265625,15908.5509715793
350,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,9326400d-c290-4ba2-bdb8-0adb4a3ea270,365,ORPI,Lands - http://landsnet.nps.gov/tractsnet/documents/ORPI/Metadata/orpi_metadata.xml,Organ Pipe Cactus National Monument,2017/05/12 00:00:00+00,AZ,IM,15492,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048029,Organ Pipe Cactus,1867745807.03125,199507.903903928
351,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,65a6a7fa-20b6-4e75-8d7c-2b896dcb74f6,367,TONT,Lands - http://landsnet.nps.gov/tractsnet/documents/TONT/Metadata/tont_metadata.xml,Tonto National Monument,2006/02/23 00:00:00+00,AZ,IM,35382,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048053,Tonto,6567120.875,11635.7828610532
352,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,d986ef08-b76b-4dd8-86b6-be66c21ade11,368,TUMA,Lands - http://landsnet.nps.gov/tractsnet/documents/TUMA/Metadata/tuma_metadata.xml,Tumacacori National Historical Park,2018/04/05 00:00:00+00,AZ,IM,35519,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239936,Tumacácori,2026700.3046875,10102.4446192198
353,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,ae12f11b-76b5-47b5-b357-873d4c281b42,369,TUZI,Lands - http://landsnet.nps.gov/tractsnet/documents/TUZI/Metadata/tuzi_metadata.xml,Tuzigoot National Monument,2003/11/21 00:00:00+00,AZ,IM,35601,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048056,Tuzigoot,4885591.96484375,10780.4087408303
354,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,b9dcaa0b-b890-4b08-901f-5b00036557a5,370,PIMA,Lands - http://landsnet.nps.gov/tractsnet/documents/PIMA/Metadata/pima_metadata.xml,Hohokam Pima National Monument,2010/09/20 00:00:00+00,AZ,IM,25440,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166444,Hohokam Pima,9779859.27734375,16841.6508446448
355,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,061b2c4c-fedc-4a89-ab59-8b49b7ca83f8,371,WHIS,Lands - http://landsnet.nps.gov/tractsnet/documents/WHIS/Metadata/whis_metadata.xml,Whiskeytown-Shasta-Trinity National Recreation Area,2020/04/29 00:00:00+00,CA,PW,277264,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049059,Whiskeytown,296227722.132813,88503.7715826542
356,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,da093f1d-dbd7-4255-a2d5-1420743b7b1f,372,MANZ,Lands - http://landsnet.nps.gov/tractsnet/documents/MANZ/Metadata/manz_metadata.xml,Manzanar National Historic Site,2008/03/04 00:00:00+00,CA,PW,1804731,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048405,Manzanar,5134513.3671875,8941.59324740144
357,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,b8a34040-1dea-47e6-8d5d-a39aed623612,373,WAPA,Lands - http://landsnet.nps.gov/tractsnet/documents/WAPA/Metadata/wapa_metadata.xml,War in the Pacific National Historical Park,2015/02/04 00:00:00+00,GU,PW,1828962,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220225,War in the Pacific,8198056.67382813,39726.1501876607
358,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,e83844b2-067e-469d-9f65-7f1210d33028,375,PERL,Lands - http://landsnet.nps.gov/tractsnet/documents/PERL/Metadata/perl_metadata.xml,Pearl Harbor National Memorial,2019/08/29 00:00:00+00,HI,PW,need,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266794 ,Pearl Harbor,101961.203125,3525.1571962327
359,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,aba49ed5-4b4f-4916-96aa-dafab56f6b76,376,NPSA,Lands - http://landsnet.nps.gov/tractsnet/documents/NPSA/Metadata/npsa_metadata.xml,National Park of American Samoa,2016/05/25 00:00:00+00,AS,PW,1966567,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229066,National Park of American Samoa,48283336.6972656,73521.0968807812
360,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,f43409c4-1919-4bda-9163-b783673ec8aa,377,SAFR,Lands - http://landsnet.nps.gov/tractsnet/documents/SAFR/Metadata/safr_metadata.xml,San Francisco Maritime National Historical Park,2013/02/19 00:00:00+00,CA,PW,1877542,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194486,San Francisco Maritime,644204.25390625,3728.65975293525
361,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,cbefa6a0-4195-4759-9bc5-d070c5554d31,378,JODA,Lands - http://landsnet.nps.gov/tractsnet/documents/JODA/Metadata/joda_metadata.xml,John Day Fossil Beds National Monument,2015/07/08 00:00:00+00,OR,PW,1133439,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223246,John Day Fossil Beds,111782232.789063,113228.463536795
362,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,a54492c0-b168-4a47-98c3-a57ef0981e25,379,LARO,Unofficial Boundary of Lake Roosevelt National Recreation Area.,Lake Roosevelt National Recreation Area,2015/04/22 00:00:00+00,WA,PW,1531834,National Recreation Area,Region,Preliminary data. Contact the Land Resources Program for additional information.,Lake Roosevelt,717714786.484375,1179060.77996814
363,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,8f3bce31-82ce-48b4-830c-08716a00d240,380,CRMO,Lands - http://landsnet.nps.gov/tractsnet/documents/CRMO/Metadata/crmo_metadata.xml,Craters of the Moon National Monument,2017/05/31 00:00:00+00,ID,PW,1986829,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242146,Craters of the Moon,409466801.710938,126953.684541142
364,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,a3d8da3c-eb47-4c31-b0f5-ee39dbe2a005,381,CRMP,Lands - http://landsnet.nps.gov/tractsnet/documents/CRMP/Metadata/crmp_metadata.xml,Craters of the Moon National Preserve,2017/05/31 00:00:00+00,ID,PW,1986829,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242147,Craters of the Moon,5317015489.85156,667331.340810275
365,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,a4ed3934-1263-4f97-9e0f-eb7b01ff9c9a,382,EBLA,Unofficial Boundary of Ebey's Landing National Historical Reserve.,Ebey's Landing National Historical Reserve,2015/04/22 00:00:00+00,WA,PW,1888910,National Reserve,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Ebey's Landing,164337932.429688,67004.8574525184
366,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,0ae29b35-6109-43f3-9ff2-4a716c56e6c3,383,CRLA,Lands - http://landsnet.nps.gov/tractsnet/documents/CRLA/Metadata/crla_metadata.xml,Crater Lake National Park,2017/06/05 00:00:00+00,OR,PW,1163670,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242144,Crater Lake,1379224002.82031,177640.646425044
367,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,4e5f3a94-e401-4a07-981b-c263b7f7d6ae,385,ORCA,Lands - http://landsnet.nps.gov/tractsnet/documents/ORCA/Metadata/orca_metadata.xml,Oregon Caves National Monument and Preserve,2021/06/14 00:00:00+00,OR,PW,1147260,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221819,Oregon Caves,33332372.0546875,28474.7597569065
368,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,23fba945-db7f-485c-953d-c15c98cb6f57,387,MIIN,Lands - http://landsnet.nps.gov/tractsnet/documents/MIIN/Metadata/miin_metadata.xml,Minidoka National Historic Site,2015/10/15 00:00:00+00,ID,PW,2766708,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225702,Minidoka,2998805.3046875,12061.1955237845
369,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,0acecfce-ad9e-4fc2-90e7-31aa4e6e3e5b,388,NEPE,Unofficial Boundary of Nez Perce National Historical Park.,Nez Perce National Historical Park,2013/12/18 00:00:00+00,ID,PW,394735,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Nez Perce,36212452.421875,88245.3243201894
370,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,451d8663-1af7-4649-9ef2-cb6fa669ee44,389,LEWI,Unofficial Boundary of Lewis and Clark National Historical Park.,Lewis and Clark National Historical Park,2019/09/10 00:00:00+00,OR,PW,2055170,National Historical Park,RISD,Preliminary data. Contact the Land Resources Program for additional information.,Lewis and Clark,30650699.78125,79833.759188353
371,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,925f6256-9e8a-40c6-92a3-d1bb7a2ac795,390,FOVA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOVA/Metadata/fova_metadata.xml,Fort Vancouver National Historic Site,2011/03/03 00:00:00+00,OR,PW,1504974,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171108,Fort Vancouver,1723304.8359375,11765.8235856278
372,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,97b911b6-3759-44a8-b203-47d302a96144,391,MORA,Lands - http://landsnet.nps.gov/tractsnet/documents/MORA/Metadata/mora_metadata.xml,Mount Rainier National Park,2015/11/17 00:00:00+00,WA,PW,1528416,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171131,Mount Rainier,2045641242.20313,217660.012977116
373,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,bda05c3b-eeee-4b72-9159-22dec02f36ce,392,NOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/NOCA/Metadata/noca_metadata.xml,North Cascades National Park,2016/09/26 00:00:00+00,WA,PW,1528421,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235464,North Cascades,4656124607.3125,535900.276950233
374,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,e9bb1af0-b654-46f1-b69f-4bb8a07ac248,393,LACH,Lands - http://landsnet.nps.gov/tractsnet/documents/LACH/Metadata/lach_metadata.xml,Lake Chelan National Recreation Area,2021/06/14 00:00:00+00,WA,PW,1528425,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235462,Lake Chelan,576004189.289063,136446.831926263
375,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,c7ba38f2-bc2a-44db-bc9d-fc73ccc70462,394,ROLA,Lands - http://landsnet.nps.gov/tractsnet/documents/ROLA/Metadata/rola_metadata.xml,Ross Lake National Recreation Area,2018/01/18 00:00:00+00,WA,PW,1528419,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235465,Ross Lake,1087597961.86719,268919.629824359
376,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,a5aa122b-27fa-4dac-a197-7f4e76c4b646,395,OLYM,Unofficial Boundary of Olympic National Park.,Olympic National Park,2015/04/22 00:00:00+00,WA,PW,1530459,National Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Olympic,8203590771.24219,1158605.37849571
377,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,4e78fbb2-e781-42b5-8797-ec48e3a19440,396,SAJH,Unofficial Boundary of San Juan Island National Historical Park.,San Juan Island National Historical Park,2015/07/24 00:00:00+00,WA,PW,1534055,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,San Juan Island,19608318.21875,40164.149613909
378,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,8f91e3e8-4f81-480d-9801-163adcb8f28e,397,WHMI,Lands - http://landsnet.nps.gov/tractsnet/documents/WHMI/Metadata/whmi_metadata.xml,Whitman Mission National Historic Site,2011/10/27 00:00:00+00,WA,PW,1531185,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180628,Whitman Mission,1165190.6015625,6356.42115763622
379,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,60e4a8dd-479e-4f5e-aa28-01506208f5b7,398,CIRO,Lands - http://landsnet.nps.gov/tractsnet/documents/CIRO/Metadata/ciro_metadata.xml,City of Rocks National Reserve,2007/10/03 00:00:00+00,ID,PW,401309,National Reserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171130,City of Rocks,106838641.910156,49493.6156595715
380,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,bb15f453-b4a6-4475-a4c6-eeff15f88e2e,399,HAFO,Lands - http://landsnet.nps.gov/tractsnet/documents/HAFO/Metadata/hafo_metadata.xml,Hagerman Fossil Beds National Monument,2008/09/04 00:00:00+00,ID,PW,395749,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169655,Hagerman Fossil Beds,32934566.828125,46102.361380863
381,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,776738da-a686-4bf7-a4ba-5dc134e759fc,401,ALAG,Lands - http://landsnet.nps.gov/tractsnet/documents/ALAG/Metadata/alag_metadata.xml,Alagnak Wild River,2019/03/21 00:00:00+00,AK,AK,2733449,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225686,Alagnak,471454875.15625,355058.637305282
382,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,59d7de87-be70-4a96-9209-2467613f5665,402,ANIA,Lands - http://landsnet.nps.gov/tractsnet/documents/ANIA/Metadata/ania_metadata.xml,Aniakchak National Preserve,2019/03/21 00:00:00+00,AK,AK,1416034,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225685,Aniakchak,6295613356.03906,560029.115293903
383,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,7f375e95-1144-4474-9ee3-b9e7db3eb7a3,403,ANIA,Lands - http://landsnet.nps.gov/tractsnet/documents/ANIA/Metadata/ania_metadata.xml,Aniakchak National Monument,2019/03/21 00:00:00+00,AK,AK,1416034,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225685,Aniakchak,1858321465.35938,203938.433035297
384,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,1a0dbe44-ed00-43da-b2e9-04287daf08ae,404,BELA,Lands - http://landsnet.nps.gov/tractsnet/documents/BELA/Metadata/bela_metadata.xml,Bering Land Bridge National Preserve,2019/03/21 00:00:00+00,AK,AK,1416037,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225684,Bering Land Bridge,67597384710.75,2294617.88165147
385,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,f73822ad-5230-4bf6-ae76-0d6012168313,405,CAKR,Lands - http://landsnet.nps.gov/tractsnet/documents/CAKR/Metadata/cakr_metadata.xml,Cape Krusenstern National Monument,2022/03/24 00:00:00+00,AK,AK,1416038,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225689,Cape Krusenstern,17732641949.5625,997377.469306396
386,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,4b7682a9-570c-4db0-b416-79052672dd4d,406,DENA,Lands - http://landsnet.nps.gov/tractsnet/documents/DENA/Metadata/dena_metadata.xml,Denali National Preserve,2022/03/24 00:00:00+00,AK,AK,2760439,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225691,Denali,26357033071.4844,1423285.38091186
387,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,c43d363d-919f-4bcf-b37d-69b0e207a4ed,407,DENA,Lands - http://landsnet.nps.gov/tractsnet/documents/DENA/Metadata/dena_metadata.xml,Denali National Park,2022/03/24 00:00:00+00,AK,AK,2760439,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225691,Denali,93900615021.4219,1815301.28668984
388,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,1d763757-28c1-4059-baec-1ff235b057e1,408,GAAR,Lands - http://landsnet.nps.gov/tractsnet/documents/GAAR/Metadata/gaar_metadata.xml,Gates of the Arctic National Preserve,2019/03/21 00:00:00+00,AK,AK,1416040,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225693,Gates of the Arctic,25732643142.2969,1424110.57294991
389,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,5c5bb07b-ac55-4abb-8a19-540149be1f3d,409,GAAR,Lands - http://landsnet.nps.gov/tractsnet/documents/GAAR/Metadata/gaar_metadata.xml,Gates of the Arctic National Park,2019/03/21 00:00:00+00,AK,AK,1416040,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225693,Gates of the Arctic,212324575567.156,3462283.50821805
390,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,79526fa7-d829-4806-ba9c-2c39a1469aa7,410,GLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GLBA/Metadata/glba_metadata.xml,Glacier Bay National Preserve,2022/03/24 00:00:00+00,AK,AK,1416041,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225695,Glacier Bay,883612940.367188,162604.841861747
391,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,5910dcf1-bcf4-468a-9409-f91681e24ce6,411,GLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GLBA/Metadata/glba_metadata.xml,Glacier Bay National Park,2022/03/24 00:00:00+00,AK,AK,1416041,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225695,Glacier Bay,48488640182.3047,1398465.58896855
392,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,048136e7-6f08-47d8-aa37-8466763079f3,412,KATM,Lands - http://landsnet.nps.gov/tractsnet/documents/KATM/Metadata/katm_metadata.xml,Katmai National Preserve,2022/03/24 00:00:00+00,AK,AK,1416045,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225697,Katmai,6322639619.95313,555297.367620767
393,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,7c6bf759-8a99-4187-9ea9-449412118205,413,KATM,Lands - http://landsnet.nps.gov/tractsnet/documents/KATM/Metadata/katm_metadata.xml,Katmai National Park,2022/03/24 00:00:00+00,AK,AK,1416045,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225697,Katmai,54700887075.1953,2137438.58306256
394,2023/01/03 09:21:36+00,NPS_WASO_LANDS,2023/01/03 09:21:36+00,NPS_WASO_LANDS,37ff5787-4f65-4c57-8ca4-745805b8c294,414,KEFJ,Lands - http://landsnet.nps.gov/tractsnet/documents/KEFJ/Metadata/kefj_metadata.xml,Kenai Fjords National Park,2019/03/21 00:00:00+00,AK,AK,1419645,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225698,Kenai Fjords,10644791855.1641,2248617.96525169
395,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,40105608-7aa7-4e1f-b804-6b6d9ad808d2,415,KLGO,Lands - http://landsnet.nps.gov/tractsnet/documents/KLGO/Metadata/klgo_metadata.xml,Klondike Gold Rush National Historical Park,2019/03/21 00:00:00+00,AK,AK,1423115,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225699,Klondike Gold Rush,204807453.164063,174215.827302867
396,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,c6bf3174-1c48-4a04-8624-c01d5c0c05b9,416,KOVA,Lands - http://landsnet.nps.gov/tractsnet/documents/KOVA/Metadata/kova_metadata.xml,Kobuk Valley National Park,2019/03/21 00:00:00+00,AK,AK,1416046,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225700,Kobuk Valley,47596457123.1563,1349409.6318321
397,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,7c2901fa-5b52-461a-81f8-2e9ca5581250,417,LACL,Lands - http://landsnet.nps.gov/tractsnet/documents/LACL/Metadata/lacl_metadata.xml,Lake Clark National Preserve,2022/03/24 00:00:00+00,AK,AK,1416049,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225701,Lake Clark,23601541336.2969,1537894.83945265
398,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,c409b8b6-5045-4398-86c5-0247cd464940,418,LACL,Lands - http://landsnet.nps.gov/tractsnet/documents/LACL/Metadata/lacl_metadata.xml,Lake Clark National Park,2022/03/24 00:00:00+00,AK,AK,1416049,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225701,Lake Clark,43868618503.2344,1777173.55125925
399,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,6453929e-f9b4-4653-afe7-6e57bae5c0e5,419,NOAT,Lands - http://landsnet.nps.gov/tractsnet/documents/NOAT/Metadata/noat_metadata.xml,Noatak National Preserve,2019/03/21 00:00:00+00,AK,AK,1413640,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225703,Noatak,188945902820.375,4014144.27329888
400,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,c984862c-3452-4172-ba71-b21e9d3ffe2c,420,SITK,Lands - http://landsnet.nps.gov/tractsnet/documents/SITK/Metadata/sitk_metadata.xml,Sitka National Historical Park,2019/03/21 00:00:00+00,AK,AK,1417085,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225705,Sitka,1585915.1484375,6970.87179613076
401,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,4b20bd97-e8d7-4b71-8f1e-09888919951b,421,WRST,Lands - http://landsnet.nps.gov/tractsnet/documents/WRST/Metadata/wrst_metadata.xml,Wrangell-St. Elias National Preserve,2022/03/24 00:00:00+00,AK,AK,1416055,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225708,Wrangell - St Elias,88466472678.2188,3693950.70443645
402,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,a35db57b-54ad-4b06-b1c4-070ebba1e0fe,422,WRST,Lands - http://landsnet.nps.gov/tractsnet/documents/WRST/Metadata/wrst_metadata.xml,Wrangell-St. Elias National Park,2022/03/24 00:00:00+00,AK,AK,1416055,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225708,Wrangell - St Elias,143491354313.094,4604526.10587952
403,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,3cf3288e-1c15-4726-b87b-353ce9e45e60,423,YUCH,Lands - http://landsnet.nps.gov/tractsnet/documents/YUCH/Metadata/yuch_metadata.xml,Yukon-Charley Rivers National Preserve,2019/03/21 00:00:00+00,AK,AK,1416058,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225709,Yukon - Charley Rivers,57303516507.1563,1789010.55648641
404,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,4b139b76-56c0-4183-bc7b-8c13be0ee4bb,424,MLKM,Lands - http://landsnet.nps.gov/tractsnet/documents/MLKM/Metadata/mlkm_metadata.xml,"Martin Luther King, Jr., Memorial",2011/11/04 00:00:00+00,DC,NC,2002666,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181664,Martin Luther King Jr,18329.22265625,803.865275198166
405,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,bb3899c4-e269-49c2-9c58-65f34daadcdd,425,FOMR,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMR/Metadata/fomr_metadata.xml,Fort Monroe National Monument,2018/04/18 00:00:00+00,VA,NE,"2707739	",National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235460,Fort Monroe,2341654.9765625,20043.3222788051
406,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,343a76ca-50e7-4599-b2d9-cba31e8be008,426,PAGR,Lands - http://landsnet.nps.gov/tractsnet/documents/PAGR/Metadata/pagr_metadata.xml,Paterson Great Falls National Historical Park,2015/05/11 00:00:00+00,NJ,NE,2053533,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223250,Paterson Great Falls,364372.953125,5489.72652699486
407,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,528c72f6-0fd5-4b2a-b10b-2f5417efb2d3,427,CECH,Lands - http://landsnet.nps.gov/tractsnet/documents/CECH/Metadata/cech_metadata.xml,César E. Chávez National Monument,2013/02/05 00:00:00+00,CA,PW,2754548,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208007,César E. Chávez,714654.76171875,4541.23584717977
